model,event_id,true_label,pred_label,pred_conf,logits,latency_sec,actor_norm,notes
olmo2:7b,CAO12627,V,V,0.9,"{""V"": 0.8, ""B"": 0.1, ""E"": 0.05, ""P"": 0.05, ""R"": 0.02, ""S"": 0.04}",0.75,Military Forces of Cameroon (1982-),"On 27 January 2021, state forces on an operation in Bambui (Tubah, Mezam, Nord-Ouest) arrested four civilians. Their whereabouts are still unknown."
olmo2:7b,CAO10632,S,S,0.9,"{""V"": 0.2, ""B"": 0.7, ""E"": 0.1, ""P"": 0.0, ""R"": 0.0, ""S"": 0.9}",0.77,Military Forces of Cameroon (1982-),"Other: On 13 May 2023, State security forces, coded as the military forces, fired several warning shots in the air from their base in Benakuma (Menchum-Valley, Menchum, Nord-Ouest) after they suspected the presence of Ambazonian Separatists. The gunshot sounds temporarily displaced some civilians to other villages."
olmo2:7b,CAO10162,B,B,0.9,"{""V"": 0.2, ""B"": 0.8, ""E"": 0, ""P"": 0, ""R"": 0, ""S"": 0}",0.71,Military Forces of Cameroon (1982-),"On 6 January 2023, state security forces (coded as military) shot and killed two Ambazonian Separatists in Wum (Menchum, Nord-Ouest). This came after the Separatists injured one of their colleagues earlier the same day (coded separately)."
olmo2:7b,CAO7900,S,P,0.9,"{""V"": 0.1, ""B"": 0.05, ""E"": 0.05, ""P"": 0.85, ""R"": 0.05, ""S"": 0.05}",0.74,Unidentified Armed Group (Cameroon),"Property destruction: On 30 September 2023, an unidentified armed group set fire to the Bamenda Council Hall in Bamenda (Bamenda 1, Mezam, Nord-Ouest). The locals say they heard some unidentified persons arrive on motorbikes before the fire started."
olmo2:7b,CAO6635,V,V,0.99,"{""V"": 0.8, ""B"": 0.1, ""E"": 0.05, ""P"": 0.02, ""R"": 0.01, ""S"": 0}",0.76,Unidentified Armed Group (Cameroon),"Around 3 October 2022, an unidentified armed group abducted a farmer from Touboro (Touboro, Mayo-Rey, Nord) taking the victim with the to the bushes demanding a ransom of 10 million FCFA. He was beaten while in captivity before he was released."
olmo2:7b,CAO9815,B,B,0.95,"{""V"": 0.2, ""B"": 0.85, ""E"": 0.05, ""P"": 0.02, ""R"": 0.02, ""S"": 0.02}",0.75,Military Forces of Cameroon (1982-),"On 4 October 2022, military forces clashed with Ambazonian Separatists in Mankwi (Bafut, Mezam, Nord-Ouest), during the process of dismantling a Separatists roadblock. One Separatist was shot and killed while two male civilians were injured by stray bullets."
olmo2:7b,CAO6214,S,V,0.95,"{""V"": 0.8, ""B"": 0.1, ""E"": 0.05, ""P"": 0.02, ""R"": 0.02, ""S"": 0}",0.76,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"Property destruction: Around 20 June 2022, Boko Haram (JAS) (likely) burnt houses and looted items in Djakana village, around Limani (Limani, Mayo-Sava, Extreme-Nord), including 4 bicycles."
olmo2:7b,CAO10215,S,V,0.9,"{""V"": 0.8, ""B"": 0.1, ""E"": 0.05, ""P"": 0.02, ""R"": 0.03, ""S"": 0}",0.77,Military Forces of Cameroon (1982-),"Other: On 23 January 2023, state security forces (coded as military) fired gunshots in the air in Egbekaw (Manyu, Sud-Ouest) under unclear circumstances. This resulted the displacement of an unknown number of civilians."
olmo2:7b,CAO13089,B,B,0.9,"{""V"": 0.1, ""B"": 0.8, ""E"": 0.0, ""P"": 0.0, ""R"": 0.0, ""S"": 0.1}",0.77,Ambazonian Separatists (Cameroon),"On 14 March 2024, Ambazonian Separatists from the Restoration Forces faction clashed with the state security forces, coded as the military forces at a checkpoint along a secondary road in Bamusso (Bamusso, Ndian, Sud-Ouest). Casualties unknown. 2 soldiers were injured."
olmo2:7b,CAO4274,B,B,0.95,"{""V"": 0.2, ""B"": 0.8, ""E"": 0.1, ""P"": 0.05, ""R"": 0.02, ""S"": 0.0}",0.76,Military Forces of Cameroon (1982-),"On 15 January 2021, the military forces conducted 'mass arrests' and engaged in a fire fight with Ambazonian separatists in Tiko town (Fako, Sud-Ouest)."
olmo2:7b,CAO4199,B,B,0.95,"{""B"": 0.85, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.05}",0.71,Military Forces of Cameroon (1982-),"On 7 January 2021, the military forces engaged in fire fights with Ambazonian separatists in Ntankah, Nkwen, Below Fonch and Mulang neighborhoods of Bamenda town, Bamenda 2 subdivision (Mezam, Nord-Ouest). A civilian was caught in the crossfire in Mulang, and killed."
olmo2:7b,CAO12928,V,V,0.95,"{""V"": 0.8, ""B"": 0.1, ""E"": 0.05, ""P"": 0.02, ""R"": 0.01, ""S"": 0}",0.76,Ambazonian Separatists (Cameroon),"On 14 February 2024, Ambazonian Separatists from the Restoration Forces faction abducted a local community leader from their private residences in Ayukaba (Mamfe, Manyu, Sud-Ouest). The fighters demanded 5 million Francs CFA from each of these villages. The victims were taken to an NSAG hideout in Ayukaba."
olmo2:7b,CAO15966,V,V,0.9,"{""V"": 0.8, ""B"": 0.1, ""E"": 0.05, ""P"": 0.02, ""R"": 0.04, ""S"": 0.03}",0.7,Ambazonian Separatists (Cameroon),"On 21 October 2024, Ambazonian Separatists abducted 3 civilians from their private residences in Kuvlu (Nkum, Bui, Nord-Ouest), accusing the civilians of not participating in the Separatist-imposed celebration organized on 1 October 2024. The Separatists demanded 50,000 Franc CFA from each of the civilians in exchange for their release."
olmo2:7b,CAO9119,S,B,0.9,"{""B"": 0.8, ""E"": 0.1, ""P"": 0.05, ""R"": 0.05, ""S"": 0.0}",0.68,Military Forces of Cameroon (1982-),"Other: On 4 September 2022, military forces fired gunshots in the early morning at the Mile 4 Junction in Nkwen (Bamenda - Nkwen, Bamenda 3, Mezam, Nord-Ouest) under unclear circumstances. No casualties were recorded."
olmo2:7b,CAO6271,R,R,0.9,"{""P"": 0.2, ""R"": 0.8, ""S"": 0.1}",0.56,Rioters (Cameroon),"On 6 July 2022, Mbororo herders engaged in fistfight in Madaik market in Blangoua (Blangoua, Logone-et-Chari, Extreme-Nord) over lack of grazing land. The authorities closed the market for the day."
olmo2:7b,CAO8526,B,B,0.95,"{""V"": 0.2, ""B"": 0.8, ""E"": 0.1, ""P"": 0.05, ""R"": 0.02, ""S"": 0.0}",0.76,Ambazonian Separatists (Cameroon),"On 21 February 2024, Ambazonian Separatists clashed with the military forces in Banga Bakundu (Kumba 3, Meme, Sud-Ouest). 1 civilian was killed."
olmo2:7b,CAO14322,V,V,0.9,"{""V"": 0.8, ""B"": 0.1, ""E"": 0.05, ""P"": 0.02, ""R"": 0.01, ""S"": 0}",0.76,Ambazonian Separatists (Cameroon),"On 7 May 2024, Ambazonian Separatists from the Restoration Forces faction abducted a driver and two passengers from a public transport vehicle in Ekok (Eyumodjock, Manyu, Sud-Ouest). The militants released them after receiving an unspecified amount of money as a ransom."
olmo2:7b,CAO7539,P,P,0.95,"{""P"": 0.85, ""R"": 0.05, ""S"": 0.0}",0.57,Protesters (Cameroon),"On 20 July 2023, people dressed in black and holding peace plants protested in Bamenda (Bamenda 1, Mezam, Nord-Ouest) against the killing in Nacho during the week. Protesters consisted of council officials, workers and residents."
olmo2:7b,CAO9789,B,B,0.9,"{""V"": 0.2, ""B"": 0.8, ""E"": 0, ""P"": 0, ""R"": 0, ""S"": 0}",0.7,Military Forces of Cameroon (1982-),"On 15 November 2022, military forces attacked Ambazonian Separatists at an informal checkpoint in Ntarre, Santa commune, coded to Santa (Mezam, Nord-Ouest) where they were extorting money from civilians and road users. During the attack, two fighters were killed while one escaped. One cow was also killed."
olmo2:7b,CAO6542,S,R,0.9,"{""V"": 0.2, ""B"": 0.3, ""E"": 0.1, ""P"": 0.2, ""R"": 0.7, ""S"": 0}",0.77,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"Looting: On 4 September 2022, presumed Boko Haram (JAS) (likely) looted Ganse (Kolofata, Mayo-Sava, Extreme-Nord) stealing from 12 houses. Items taken included clothes, food items, livestock and bicycles."
olmo2:7b,CAO12298,V,R,0.9,"{""P"": 0.7, ""R"": 0.8, ""S"": 0.05}",0.6,Ambazonian Separatists (Cameroon),"On 16 September 2023, Ambazonian Separatists beat traders at the local market in Bako (Njikwa, Momo, Nord-Ouest) and looted money from traders and buyers."
olmo2:7b,CAO4205,V,V,0.9,"{""V"": 0.8, ""B"": 0.1, ""E"": 0.05, ""P"": 0.02, ""R"": 0.03, ""S"": 0}",0.72,Military Forces of Cameroon (1982-),"On 10 December 2020, the military forces arrested and killed a civilian in Bamenda town (Mezam, Nord-Ouest)."
olmo2:7b,CAO4163,V,V,0.95,"{""V"": 0.8, ""B"": 0.1, ""E"": 0.05, ""P"": 0.02, ""R"": 0.01, ""S"": 0}",0.76,Military Forces of Cameroon (1982-),"On 12 December 2020, the military forces shot and killed two civilians in Mkpot village, Mamfe subdivision (Manyu, Sud-Ouest)."
olmo2:7b,CAO8359,B,B,0.9,"{""V"": 0.1, ""B"": 0.8, ""E"": 0.0, ""P"": 0.0, ""R"": 0.0, ""S"": 0.0}",0.79,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"On 4 January 2024, the military forces killed 1 unidentified armed group member in Bourrha (Bourrha, Mayo-Tsanaga, Extreme-Nord). The member was known to abduct civilians. Food items, clothing, bladed weapons and other items were recovered."
olmo2:7b,CAO3022,V,V,0.9,"{""V"": 0.8, ""B"": 0.1, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0}",0.72,Police Forces of Cameroon (1982-),"Around 19 February 2020 (week of), security forces (assumed Police Forces) beat and injured a taxi driver in Buea town (Fako, Sud-Ouest). The victim later died of his wounds. 1 fatality."
olmo2:7b,CAO12441,V,V,0.9,"{""V"": 0.8, ""B"": 0.1, ""E"": 0.05, ""P"": 0.02, ""R"": 0.03, ""S"": 0}",0.75,Military Forces of Cameroon (1982-),"Around 28 July 2023 (as reported), state security forces shot and killed two Ambazonian Separatists in Kumbo commune, coded to Kumbo (Bui, Nord-Ouest) whom they had captured on 28 July (coded separately)."
olmo2:7b,CAO10262,V,S,0.9,"{""V"": 0.2, ""B"": 0.7, ""E"": 0.1, ""P"": 0.0, ""R"": 0.0, ""S"": 0.9}",0.75,Military Forces of Cameroon (1982-),"On 16 January 2023, state security forces (coded as military) assaulted and arrested a male civilian at a vehicular checkpoint in Kake (Meme, Sud-Ouest). He was suspected to be transporting drugs to Ambazonian Separatists in Big Ekombe. All the drugs on him were confiscated. No information on injuries."
olmo2:7b,CAO4020,B,B,0.95,"{""V"": 0.2, ""B"": 0.8, ""E"": 0.1, ""P"": 0.05, ""R"": 0.03, ""S"": 0}",0.74,Military Forces of Cameroon (1982-),"On 18 November 2020, the military forces repelled Boko Haram fighters as they tried to kidnap 4 people in Madakar village (Mayo-Tsanaga, Extreme-Nord). No fatality and/or casualty reported."
olmo2:7b,CAO10326,B,B,0.95,"{""V"": 0.2, ""B"": 0.8, ""E"": 0, ""P"": 0, ""R"": 0, ""S"": 0}",0.76,Ambazonian Separatists (Cameroon),"On 25 April 2023, Ambazonian Separatists clashed with the State security forces, coded as the military forces, in the neighborhoods of Mulang, City chemist, Randez Vous and Ntarinkon in Bamenda (Bamenda 3, Mezam, Nord-Ouest). There were no fatalities or injuries."
olmo2:7b,CAO11393,B,B,0.9,"{""V"": 0.2, ""B"": 0.8, ""E"": 0.1, ""P"": 0.05, ""R"": 0.03, ""S"": 0}",0.76,Military Forces of Cameroon (1982-),"On 2 January 2024, a military forces officer pursued and killed an Ambazonian Separatist who was riding a motorcycle in Wainamah (Jakiri, Bui, Nord-Ouest)."
olmo2:7b,CAO14248,S,R,0.9,"{""P"": 0.2, ""R"": 0.8}",0.53,Ambazonian Separatists (Cameroon),"Looting: On 3 May 2024, Ambazonian Separatists extorted money and other valuables from passengers and motorcycle riders along the road of Nzibie village (Ako, Donga-Mantung, Nord-Ouest)."
olmo2:7b,CAO3554,S,V,0.9,"{""V"": 0.8, ""B"": 0.1, ""E"": 0.05, ""P"": 0.02, ""R"": 0.01, ""S"": 0.04}",0.75,Islamic State West Africa Province (ISWAP) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 7 August 2020, for the second day in a row, Boko Haram attacked Kolofata Guidi village, in Kolofata subdivision (Mayo-Sava, Extreme-Nord) taking away clothes. No fatality and/or casualty reported."
olmo2:7b,CAO12967,B,B,0.9,"{""V"": 0.1, ""B"": 0.8, ""E"": 0.1, ""P"": 0.01, ""R"": 0.01, ""S"": 0}",0.76,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 26 March 2024, the military forces from the Rapid Intervention and the self-defence militia clashed and repelled an attack from Boko Haram (JAS) (likely) militants in Kerawa (Kolofata, Mayo-Sava, Extreme-Nord). Casualties unknown. No information on the injuries."
olmo2:7b,CAO13211,B,B,0.9,"{""V"": 0.1, ""B"": 0.8, ""E"": 0.0, ""P"": 0.0, ""R"": 0.0, ""S"": 0.1}",0.8,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"On 23 March 2024, the military forces from the Rapid Intervention clashed with the Ambazonian Separatists during an operation to dislodge the Separatist hideout at the market square in Ntamruh (Ndu, Donga-Mantung, Nord-Ouest). There were no fatalities. No information on the injuries."
olmo2:7b,CAO3465,E,E,0.9,"{""B"": 0.1, ""E"": 0.8, ""P"": 0.1, ""R"": 0.0, ""S"": 0.0}",0.68,Unidentified Armed Group (Cameroon),"Around 12 July 2020 (weekend of), an explosion was reported at the Central Police Station of Bamenda town (Mezam, Nord-Ouest), resulting in reported injuries. There were also reports of gunfire but this could not be confirmed. No further information reported."
olmo2:7b,CAO13960,B,B,0.9,"{""B"": 0.8, ""E"": 0.1, ""P"": 0.05, ""R"": 0.05, ""S"": 0.0}",0.66,Military Forces of Cameroon (1982-),"On 16 May 2024, state security forces, coded as the military forces, ambushed Ambazonian Separatists at an informal checkpoint in Ndzenji locality, Kumbo subdivision (Bui, Nord-Ouest). Three Separatists were killed while one was injured. The casualties on military forces' side remain unknown."
olmo2:7b,CAO3982,V,V,0.9,"{""V"": 0.8, ""B"": 0.1, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0}",0.73,Ambazonian Separatists (Cameroon),"Around 22 October 2020 (as reported), the Ambazonian separatists captured and beat up the financial officer of a school in Kumbo town (Bui, Nord-Ouest)."
olmo2:7b,CAO4583,B,B,0.9,"{""V"": 0.1, ""B"": 0.8, ""E"": 0.0, ""P"": 0.0, ""R"": 0.0, ""S"": 0.1}",0.79,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"On 25 April 2021, Boko Haram fighters ambushed soldiers of the rapid intervention force in Maison Blanche neighborhood of Waza town (Logone-et-Chari, Extreme-Nord). The military repelled the attack and seized a motorbike. No fatality and/or casualty reported."
olmo2:7b,CAO5916,S,V,0.9,"{""V"": 0.8, ""B"": 0.1, ""E"": 0.05, ""P"": 0.02, ""R"": 0.03, ""S"": 0}",0.76,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"Looting: On 10 March 2022, presumably Boko Haram (JAS) (likely) militants stormed Podoko Centre area (coded to Mora, Mora, Mayo-Sava) and looted several goods and livestock."
olmo2:7b,CAO15254,S,B,0.9,"{""V"": 0.2, ""B"": 0.8, ""E"": 0.1, ""P"": 0.05, ""R"": 0.03, ""S"": 0}",0.76,Military Forces of Cameroon (1982-),"Other: On 7 August 2024, security forces, coded as the military forces, fired gunshots after spotting Ambazonian Separatists onboard a boat on the river in Illor Balondo (Ekondo Titi, Ndian, Sud-Ouest). The Separatists escaped without returning gunfire. There were no fatalities."
olmo2:7b,CAO11663,S,P,0.9,"{""S"": 0.1}",0.46,Ambazonian Separatists (Cameroon),"Looting: On 14 June 2023, Ambazonian Separatists from SOCADEF seized alcohol from a vehicle transporting Brasseries Brewery products in Matondo II (Meme, Sud-Ouest). The products from this brewery are banned by the Separatists. The driver and the owner of the products were allowed to leave unharmed."
olmo2:7b,CAO11144,S,B,0.9,"{""B"": 0.8, ""E"": 0.1, ""P"": 0.05, ""R"": 0.05, ""S"": 0.0}",0.67,Military Forces of Cameroon (1982-),"Other: On 8 January 2024, the military forces fired sporadic gunshot at a vehicle checkpoint in Mankon (Bamenda - Mankon, Bamenda 2, Mezam, Nord-Ouest), under unclear circumstances."
olmo2:7b,CAO13962,B,B,0.9,"{""V"": 0.1, ""B"": 0.8, ""E"": 0.0, ""P"": 0.0, ""R"": 0.0, ""S"": 0.1}",0.77,Military Forces of Cameroon (1982-),"On 18 July 2024, the military forces clashed and repelled an attack from Boko Haram (JAS) (likely) militants in Ldengldeng (Mokolo, Mayo-Tsanaga, Extreme-Nord). The militants ransacked several houses and looted during the incursion and destroyed farm fields in their retreat. Casualities unknown."
olmo2:7b,CAO13316,V,V,0.99,"{""V"": 0.8, ""B"": 0, ""E"": 0, ""P"": 0, ""R"": 0, ""S"": 0}",0.68,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 2 April 2024, Boko Haram (JAS) (likely) militants shot and killed 1 civilian in Oupay (Koza, Mayo-Tsanaga, Extreme-Nord). The militants looted food items and valuables from civilians from their private residences."
olmo2:7b,CAO12898,V,V,0.95,"{""V"": 0.8, ""B"": 0.1, ""E"": 0.05, ""P"": 0.02, ""R"": 0.02, ""S"": 0}",0.74,Military Forces of Cameroon (1982-),"On 14 February 2024, security forces, coded as the military shot and killed a traditional doctor at his residence in Bessom, coded to Batibo (Batibo, Momo, Nord-Ouest) during a cordon and search operation. They accused the victim of providing fortification charms to Ambazonian Separatists."
olmo2:7b,CAO15534,S,E,0.9,"{""V"": 0.2, ""B"": 0.5, ""E"": 0.8, ""P"": 0.1, ""R"": 0.0, ""S"": 0.0}",0.75,Unidentified Armed Group (Cameroon),"Other: On 2 September 2024, an unidentified armed group fired sporadic shots in Dumbo (Misaje, Donga-Mantung, Nord-Ouest) for an unknown reason."
olmo2:7b,CAO13130,V,P,0.9,"{""P"": 0.8, ""R"": 0.1, ""S"": 0.05}",0.58,Ambazonian Separatists (Cameroon),"On 10 March 2024, Ambazonian Separatists abducted a popular male petrol vendor at a local drinking spot on Ghana Street in Bamenda - Nkwen (Bamenda 3, Mezam, Nord-Ouest). The reason for his abduction is not known."
olmo2:7b,CAO9660,B,B,0.9,"{""V"": 0.1, ""B"": 0.8, ""E"": 0.0, ""P"": 0.0, ""R"": 0.0, ""S"": 0.1}",0.77,Ambazonian Separatists (Cameroon),"On 25 June 2022, Ambazonian Separatists clashed with the military at a checkpoint in Konye commune, coded Konye (Meme, Sud-Ouest). One Separatists was killed. The incident impacted vehicular movement."
olmo2:7b,CAO12069,V,V,0.99,"{""V"": 0.98, ""B"": 0, ""E"": 0, ""P"": 0, ""R"": 0, ""S"": 0}",0.66,Unidentified Armed Group (Cameroon),"On 28 August 2023, an unidentified armed group of three raped a woman until she became unconscious when they broke into the houses of two women at Lassin (Bui, Nord-Ouest). The victim was rushed to a medical facility for treatment."
olmo2:7b,CAO12989,V,V,0.99,"{""V"": 0.8, ""B"": 0, ""E"": 0, ""P"": 0, ""R"": 0, ""S"": 0}",0.68,Ambazonian Separatists (Cameroon),"On 26 February 2024, Ambazonian Separatists shot and killed a civilian in his private residence in Akwa (Akwaya, Manyu, Sud-Ouest) because his son, a former Separatist is collaborating with the military forces to identify Separatist hideouts."
olmo2:7b,CAO5519,R,B,0.9,"{""V"": 0.1, ""B"": 0.8, ""E"": 0.0, ""P"": 0.0, ""R"": 0.0, ""S"": 0.0}",0.75,Rioters (Cameroon),"On 23 September 2021, Arab Choa people from Malia and Toukoumaya villages clashed over a land dispute around Waza town (Logone-et-Chari, Extreme-Nord). 5 people were injured."
olmo2:7b,CAO4693,V,V,0.95,"{""V"": 0.8, ""B"": 0.1, ""E"": 0.05, ""P"": 0.02, ""R"": 0.02, ""S"": 0.04}",0.73,Ambazonian Separatists (Cameroon),"On 22 March 2020, Ambazonian separatist shot and killed two off-duty soldiers in Lobe Estate, Ekondo Titi town (Ndian, Sud-Ouest)."
olmo2:7b,CAO4986,B,B,0.95,"{""V"": 0.2, ""B"": 0.85, ""E"": 0.05, ""P"": 0.02, ""R"": 0.02, ""S"": 0.02}",0.76,Military Forces of Cameroon (1982-),"On 28 January 2021, the military forces engaged in fire fights with Ambazonian separatists in Bafanji town, Balikumbat subdivision (Ngo-Ketunjia, Nord-Ouest). No fatality and/or casualty reported."
olmo2:7b,CAO14516,V,V,0.95,"{""V"": 0.8, ""B"": 0.1, ""E"": 0.05, ""P"": 0.02, ""R"": 0.01, ""S"": 0}",0.77,Unidentified Armed Group (Cameroon),"On 20 August 2024, an unidentified armed group abducted 2 civilians at the field in Mayo Mbi (Touboro, Mayo-Rey, Nord) for an unknown reason."
olmo2:7b,CAO13210,B,B,0.9,"{""V"": 0.1, ""B"": 0.8, ""E"": 0.0, ""P"": 0.0, ""R"": 0.0, ""S"": 0.1}",0.77,Military Forces of Cameroon (1982-),"On 23 March 2024, state security forces, coded as the military forces, fired several warning gunshots to dislodge and dismantle an Ambazonian Separatist illegal checkpoint in Bobong (Njinikom, Boyo, Nord-Ouest). There were no fatalities or injuries."
olmo2:7b,CAO5093,B,B,0.95,"{""V"": 0.2, ""B"": 0.85, ""E"": 0.05, ""P"": 0.02, ""R"": 0.02, ""S"": 0.02}",0.76,Military Forces of Cameroon (1982-),"On 13 March 2021, the military forces engaged in fire fights with Ambazonian separatists in Ntarinkon village, Bamenda town, Bamenda 2 subdivision (Mezam, Nord-Ouest). No fatality and/or casualty reported."
olmo2:7b,CAO13117,B,B,0.9,"{""B"": 0.8, ""E"": 0.1, ""P"": 0.05, ""R"": 0.05, ""S"": 0.0}",0.7,Military Forces of Cameroon (1982-),"On 20 March 2024, state security forces, coded as the military forces ambushed, shot and killed 2 Ambazonian Separatists from the Restoration Forces faction in Lipenja Camp (Ekondo Titi, Ndian, Sud-Ouest). The military forces recovered two weapons from the Separatists."
olmo2:7b,CAO11560,S,B,0.9,"{""V"": 0.1, ""B"": 0.8, ""E"": 0.1, ""P"": 0.0, ""R"": 0.0, ""S"": 0.0}",0.78,Military Forces of Cameroon (1982-),"Other: On 15 June 2023, government forces, coded as military, conducted a cordon and search and fired warning gunshots in the air at Nforya, coded as Bafut (Mezam, Nord-Ouest)."
olmo2:7b,CAO3435,V,V,0.9,"{""V"": 0.8, ""B"": 0.1, ""E"": 0.05, ""P"": 0.02, ""R"": 0.01, ""S"": 0}",0.73,Military Forces of Cameroon (1982-),"On 4 July 2020, the military forces raided Ngusi village in Bangem (Kupe-Manenguba, Sud-Ouest), killing one civilian and burning houses."
olmo2:7b,CAO6663,S,R,0.9,"{""P"": 0.2, ""R"": 0.8}",0.53,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"Looting: On 24 October 2022, Boko Haram (JAS) looted a motorbike along the Limani-Mora Road, coded to Limani (Mora, Mayo-Sava, Extreme-Nord)"
olmo2:7b,CAO4776,S,V,0.9,"{""V"": 0.8, ""B"": 0.1, ""E"": 0.05, ""P"": 0.05, ""R"": 0.02, ""S"": 0.04}",0.77,Military Forces of Cameroon (1982-),"Looting: Around 15 July 2020 (month of), the military forces raided Bengang village, Batibo subdivision (Momo, Nord-Ouest). They shot in the air, and then looted property."
olmo2:7b,CAO12836,B,B,0.9,"{""V"": 0.2, ""B"": 0.8, ""E"": 0.1, ""P"": 0.05, ""R"": 0.03, ""S"": 0}",0.76,Military Forces of Cameroon (1982-),"On 23 April 2022, gunshots were heard in Ntamulung, Bamenda 3 subdivision (coded to Bamenda - Njah). They are thought to be related to a confrontation between an unknown armed group and the military."
olmo2:7b,CAO5021,B,B,0.95,"{""B"": 0.8, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.02}",0.69,Military Forces of Cameroon (1982-),"On 8 February 2021, the military forces captured and killed two Ambazonian separatists fighters in Egwekaw village, Mamfe subdivision (Manyu, Sud-Ouest)."
olmo2:7b,CAO6892,B,B,0.95,"{""V"": 0.05, ""B"": 0.85, ""E"": 0.05, ""P"": 0.03, ""R"": 0.01, ""S"": 0.02}",0.74,Military Forces of Cameroon (1982-),"Around 2 January 2023, the Cameroonian military forces clashed with Ambazonian Separatists fighters between the Manyu and the Ebinsi Rivers, coded to Manyu Division (Mamfe, Manyu, Sud-Ouest). There were no fatalities/casualties."
olmo2:7b,CAO3078,B,P,0.9,"{""P"": 0.8, ""R"": 0.1, ""S"": 0.05}",0.6,Enyoh Communal Militia (Cameroon),"On 8 March 2020, inhabitants of Enyoh village in Batibo subdivision (Momo, Nord-Ouest) invaded a suspected Ambazonian separatists camp and chased away the fighters before setting fire to camp and freeing captives. This was a reaction to repetitive kidnappings of the villagers."
olmo2:7b,CAO5675,V,V,0.99,"{""V"": 0.85, ""B"": 0.05, ""E"": 0.05, ""P"": 0.0, ""R"": 0.0, ""S"": 0.05}",0.75,Islamic State West Africa Province (ISWAP) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 10 November 2021, Boko Haram fighters attacked Gourou village, Moskota town, Mayo-Moskota subdivision (Mayo-Tsanaga, Extreme-Nord), killing 5 people."
olmo2:7b,CAO12580,S,B,0.9,"{""V"": 0.1, ""B"": 0.8, ""E"": 0.0, ""P"": 0.0, ""R"": 0.0, ""S"": 0.1}",0.78,Military Forces of Cameroon (1982-),"Other: On 27 July 2022, state security forces (coded as military) fired gunshots in the air in Mabanda in Kumba (Meme, Sud-Ouest) when they suspected Ambazonian Separatists to be nearby."
olmo2:7b,CAO9383,V,V,0.95,"{""V"": 0.8, ""B"": 0.1, ""E"": 0.05, ""P"": 0.02, ""R"": 0.01, ""S"": 0}",0.77,Ambazonian Separatists (Cameroon),"On 7 March 2023, Ambazonian Separatists from the Restoration Forces shot and killed a commercial bike rider in Eyumodjock commune, coded as Eyumojock (Manyu, Sud-Ouest) when he attempted to flee after refusing to let them seize his bike."
olmo2:7b,CAO5016,B,B,0.95,"{""V"": 0.2, ""B"": 0.8, ""E"": 0.1, ""P"": 0.05, ""R"": 0.03, ""S"": 0.0}",0.74,Military Forces of Cameroon (1982-),"On 7 February 2021, the military forces engaged in fire fights with Ambazonian separatists in Bamunka village, Ndop subdivision (Ngo-Ketunjia, Nord-Ouest). No fatality and/or casualty reported."
olmo2:7b,CAO7975,V,V,0.9,"{""V"": 0.8, ""B"": 0.1, ""E"": 0.05, ""P"": 0.02, ""R"": 0.01, ""S"": 0}",0.74,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 18 October 2023, Boko Haram (JAS) (likely) militants attacked and killed 1 civilian displaced from Maigoubari and injured three others in Geldavi (Koza, Mayo-Tsanaga, Extreme-Nord). The extent of their injuries is not known. The militants stole livestock, food and various other items."
olmo2:7b,CAO3621,P,P,0.9,"{""P"": 0.8, ""R"": 0.1, ""S"": 0.05}",0.61,Protesters (Cameroon),"On 28 August 2020, women of the SUFC movement demonstrated in the Nord-ouest region, around Bamenda town (Mezam, Nord-Ouest), calling for a ceasefire in the North West and South West regions."
olmo2:7b,CAO2885,V,V,0.95,"{""V"": 0.8, ""B"": 0.1, ""E"": 0.05, ""P"": 0.02, ""R"": 0.01, ""S"": 0}",0.77,Military Forces of Cameroon (1982-),"On 23 January 2020, military forces attacked the villages of Mautu and Weh, in Muyuka subdivision (Fako, Sud-Ouest) [coded: Muyuka]. They allegedly killed 7 people in Mautu and 2 in Weh, and burnt several houses. Total of 9 fatalities."
