event_id_cnty,notes,gold_label,gold_label_full,actor_type,actor_norm,actor_norm
CAO10306,"On 30 April 2023, state security forces, coded as military forces, ambushed and killed three Ambazonian Separatists at Ebangabi (Manyu, Sud-Ouest) following a tip-off. The separatists were extorting money from civilians and assaulted an unspecified number of others before the security forces were alerted.",B,Battles,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO15096,"On 29 September 2024, the military forces from the Rapid Intervention clashed with Boko Haram (JAS) (likely) militants near the military post in Amchide (Kolofata, Mayo-Sava, Extreme-Nord), and repelled an attack from the militants. There were no fatalities. The military forces arrested 3 militants and recovered military equipment.",B,Battles,state,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,State forces (Cameroon)
CAO11750,"Other: On 15 July 2023, state security forces (coded as military) fired gunshots to the air in Bambalang (Ngo-Ketunjia, Nord-Ouest). They also arrested one civilian whom they accused of being an Ambazonian Separatists from Bamunka.",S,Strategic developments,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO12367,"On 5 September 2023, Ambazonian Separatists abducted two civilians with their cars from Bamenda - Nkwen (Mezam, Nord-Ouest). No additional information.",V,Violence against civilians,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO14689,"On 4 July 2024, the security forces, coded as the military forces, arrested 23 men and 11 women from their private residences in Big Ngwandi (Konye, Meme, Sud-Ouest) during a cordon and search operation to dislodge Ambazonian Separatists in the area.",S,Strategic developments,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO14799,"On 12 July 2024, Ambazonian Separatists from the Bui Unity Warriors faction shot and killed 1 civilian in Jakiri (Jakiri, Bui, Nord-Ouest) after the Separatists had taken him out of his private residence. They accused him of collaborating with the security forces.",V,Violence against civilians,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO7763,"On 3 September 2023, the gendarmerie arrested a suspected former ISWAP or Boko Haram militant leader in Banki (Menoua, Ouest).",S,Strategic developments,state,Military Forces of Cameroon (1982-) Gendarmerie,State forces (Cameroon)
CAO13670,"On 15 April 2024, state security forces, coded as the military forces from the Rapid Intervention, beat and arrested 2 civilian from the road in Bonganjo (Buea, Fako, Sud-Ouest). There were no fatalities.",V,Violence against civilians,state,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,State forces (Cameroon)
CAO11445,"On 4 July 2023, state security forces, coded as military forces, on a foot patrol, shot at two civilians at Jinkfuin, coded to Kikfuini (Boyo, Nord-Ouest). One of the victims was killed, the other was arrested and taken to forces' base for questioning.",V,Violence against civilians,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO11435,"On 30 June 2023, government forces, coded as military forces, with the aid of a former Ambazonian Separatist, arrested about 100 civilians who were suspected to be separatists collaborators in Ikiliwindi Mile 10 (Meme, Sud-Ouest).",S,Strategic developments,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO6896,"On 4 January 2023, an unidentified armed group attacked a teacher in Douala (Douala 1, Wouri, Littoral) leading to his death. He was returning home from his second job as a commercial bike rider when he was stabbed several times. The attackers looted his motorbike.",V,Violence against civilians,non-state,Unidentified Armed Group (Cameroon),Other Actors
CAO14814,"On 8 July 2024, gendarmerie forces beat and injured 3 civilians who refused to follow the soldiers orders to cut down corn planted along the main road in Kakar (Ndu, Donga-Mantung, Nord-Ouest). The victims were among some 50 civilians who had been arrested from their private residences and forced to cutting down the corn plants. All the civilians were released after the work was completed.",V,Violence against civilians,state,Military Forces of Cameroon (1982-) Gendarmerie,State forces (Cameroon)
CAO13599,"Looting: On 16 June 2024, Boko Haram (JAS) (likely) militants looted 4 cows and some small farm animals in Yabogo neighborhood in Amchide (Kolofata, Mayo-Sava, Extreme-Nord).",S,Strategic developments,non-state,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,Boko Haram / ISWAP
CAO8994,"On 17 August 2022, Ambazonian separatists shot a civilian at his private residence in 3 Corners Ekombe, coded to Mbonge (Mbonge, Meme, Sud-Ouest). The victim who later died from bullet wounds while receiving treatment in the hospital was targeted for selling brewery products produced by brasserie.",V,Violence against civilians,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO11884,"On 27 September 2023, a group of businesswomen marched in the market square of Dumbo (Donga-Mantung, Nord-Ouest) to protest against the payment of council tax to a private individual.",P,Protests,non-state,Protesters (Cameroon),Protesters/Rioters/Civilians
CAO7125,"Looting: Around 24 February 2023, suspected Boko Haram (JAS) (likely) fighters looted and destroyed sorghum fields in Chakarmari, coded to Mora (Mora, Mayo-Sava, Extreme-Nord). They retreated toward Nigeria.",S,Strategic developments,non-state,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,Boko Haram / ISWAP
CAO4891,"On 24 December 2020, the military forces opened fire on civilians in Owe village, Muyuka subdivision (Fako, Sud-Ouest). One civilian with a preexisting health condition died in the panic created by the attack.",V,Violence against civilians,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO8872,"On 10 September 2022, Ambazonian separatists fired shots at a transiting military convoy and engaged them in an armed clash in Ikiliwindi (Kumba 2, Meme, Sud-Ouest). No casualties were recorded.",B,Battles,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO7073,"On 23 February 2023, gendarmerie officers beat a journalist for Canal 2 television and his cameraman in Yaounde (Yaounde 1, Mfoundi, Centre) as they were covering the hearing of suspects arrested in the murder of journalist Martinez Zogo. The journalist and the cameraman were briefly arrested and held at the Military Court.",V,Violence against civilians,state,Military Forces of Cameroon (1982-) Gendarmerie,State forces (Cameroon)
CAO3384,"On 14 June 2020, the military forces engaged in fire fights with Ambazonian separatists in Bamenda town (Mezam, Nord-Ouest). No fatality and/or casualty reported.",B,Battles,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO11885,"On 27 September 2023, state forces, coded as military, physically assaulted several civilians (exact number unknown) after breaking into their houses in Nforya, coded to Bafut (Bafut, Mezam, Nord-Ouest), during an operation to locate Ambazonian Separatists. At least a woman and a man were severely injured. The man died while being rushed to the hospital.",V,Violence against civilians,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO15246,"Property destruction: On 7 August 2024, security forces, coded as the military forces, shot and damaged some 15 commercial motorbikes in Bamenda - Mankon (Bamenda 2, Mezam, Nord-Ouest) during a military operation following the Ambazonian Separatists' killing of 2 police officers on 7 August 2024 (coded as a separate event).",S,Strategic developments,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO12795,"On 3 August 2021, military forces stormed the compound and arrested the family of the Commander of an armed group, popularly known as General No Pity, in Ndop (Ndop, Ngo-Ketunjia, Nord-Ouest). This prompted him to issue a number of threats against military authorities if his family was not released within 48 hours.",E,Explosions/Remote violence,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO8143,"On 14 November 2023, the military forces (Rapid Intervention) ambushed Boko Haram (JAS) (likely) militants along the Limani - Goumbouldi road, coded to Limani (Mora, Mayo-Sava, Extreme-Nord). 2 militants were killed, the militants had approached an abandoned civilian truck near where the military forces were parked and the military recovered a weapon.",B,Battles,state,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,State forces (Cameroon)
CAO8784,"On 10 May 2022, suspected Ambazonian Separatist fighters detonated a remote controlled IED targeting traveling military along the Bamenda-Belo road road, coded to Bamenda (Bamenda 1, Mezam, Nord-Ouest). 1 separatist was killed during clashes that followed the detonation. 2 civlians were also killed by stray bullets.",B,Battles,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO5467,"On 22 July 2021, Ambazonian separatists engaged in fire fights with the military forces in Muea town, Buea subdivision (Fako, Sud-Ouest). There were no fatalities.",B,Battles,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO4649,"On 3 December 2020, the Ambazonian separatists attacked the military forces as they were conducting arrests on the road from Bova to Munyenge towns (Fako, Sud-Ouest). One separatist was killed.",B,Battles,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO10750,"On 3 June 2023, state security forces (coded as military) shot and killed two male civilians in Bambui (Mezam, Nord-Ouest). They were suspected to be Ambazonian Separatists.",V,Violence against civilians,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO14480,"On 4 June 2024, 3 civilians (1 man and 2 women) with blunt weapons beat and injured a Fulani civilian on Kibinchi farmland in Dumbo (Misaje, Donga-Mantung, Nord-Ouest) accusing him of allowing his cows to destroy their crops.",R,Riots,non-state,Rioters (Cameroon),Protesters/Rioters/Civilians
CAO8959,"On 31 July 2022, the military forces killed 2 suspected Ambazonian Separatist fighters in Bambui (Tubah, Mezam, Nord-Ouest). Their dead bodies were paraded before being placed at Four Corners Bambui for public viewing. The military had arrested 3 suspected separatists and several civilians during a funeral ceremony. The third suspect was held in custody.",B,Battles,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO10593,"On 7 May 2023, Ambazonian Separatists from the Bui Warriors engaged in an armed confrontation with state security forces (coded as military) around the Kumbo Central prison in Tobin (Bui, Nord-Ouest). During the attack, the Separatists fired 2 RPGs. Casualties unknown.",B,Battles,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO7083,"On 14 February 2023, FMM soldiers ambushed suspected Boko Haram (JAS) (likely) fighters along the Double-Mbirche road, coded to Double-Alagarno (Mora, Mayo-Sava, Extreme-Nord). 6 fighters were killed, weapons and ammunition recovered.",B,Battles,non-state,MNJTF: Multinational Joint Task Force,MNJTF
CAO6523,"On 12 September 2022, Boko Haram (JAS) fighters ambushed the Cameroonian military forces on the Limani - Mora Road, coded to Limani (Mora, Mayo-Sava, Extreme-Nord). Unknown fatalities or injuries but 4 motorbikes, mobile phones and a luggage were stolen by the assailants.",B,Battles,non-state,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,Boko Haram / ISWAP
CAO5032,"On 10 February 2021, the military forces repelled an incursion of Ambazonian separatists in Meanja water tank neighborhood of Muyuka town (Fako, Sud-Ouest). No fatality and/or casualty reported.",B,Battles,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO8785,"On 17 August 2022, Ambazonian separatists molested the driver of a truck after they fired shots at the tires of the heavy duty truck, rendering it immobile at an informal vehicular checkpoint in Sirngwa, coded to Ndu (Ndu, Donga-Mantung, Nord-Ouest). The victim was accused of transporting timber to the western region. The fighters retreated when military forces approached the location upon hearing the sound of the gunshots.",V,Violence against civilians,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO14947,"On 18 September 2024, the military forces from the Rapid Intervention clashed with Ambazonian Separatists in Tan (Jakiri, Bui, Nord-Ouest) during a military operation targeting a key Separatist commander in the area. 1 Separatist commander was killed. The military forces recovered weapons and other supplies.",B,Battles,state,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,State forces (Cameroon)
CAO10555,"On 16 October 2022, Ambazonian Separatists captured and assaulted a fighter from a rival faction in Bakebe (Mamfe, Manyu, Sud-Ouest) whom they accused of harassing civilians. No further information.",B,Battles,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO10263,"Property destruction: On 20 October 2022, military forces, during a raid, set ablaze the house of an Ambazonian Separatist in Mulung quarter in Awing (Mezam, Nord-Ouest). Several persons were arrested by the military forces and had to pay an amount of 50000frs each before being released.",S,Strategic developments,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO14631,"Other: On 21 August 2024, the military forces fired several warning shots at an unidentified armed group near the army post in Hile Alifa (Hile-Alifa, Logone-et-Chari, Extreme-Nord). There were no clashes. There were no fatalities.",S,Strategic developments,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO13551,"On 14 June 2024, 11 members of Boko Haram (JAS) (likely) militants surrendered to the military forces in Madakar (Mayo-Moskota, Mayo-Tsanaga, Extreme-Nord).",S,Strategic developments,non-state,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,Boko Haram / ISWAP
CAO11021,"On 12 December 2023, Ambazonian Separatists attacked military convoy on transit in Ibal (Oku, Bui, Nord-Ouest), resulting in a gun exchange that lasted for about an hour until they retreated. No casualties.",B,Battles,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO13869,"Around 29 June 2024 (as reported), youth from Ndoumba Kanda clashed with Belabo youths, coded to Belabo (Belabo, Lom-et-Djerem, Est) during a wake for unknown reasons. Casualties unknown.",R,Riots,non-state,Rioters (Cameroon),Protesters/Rioters/Civilians
CAO10551,"On 15 September 2022, state security forces, coded as military, clashed with Ambazonian Separatists around Kosala and Fiango, coded to Fiango (Meme, Sud-Ouest). Casualties unknown.",B,Battles,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO7869,"On 29 October 2021, the military forces killed an Ambazonian 'General' Cross and Die in Mankon (Bamenda - Mankon, Bamenda 2, Mezam, Nord-Ouest). The circumstances of his death are not known. Some sources say he was not killed during armed clashes but other source claimed it was while attending a ceremony of a relative.",B,Battles,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO10124,"On 18 December 2022, state security forces (coded as military) engaged in an armed confrontation with Ambazonian Separatists in Wombong, Boyo department, coded to Fundong (Boyo, Nord-Ouest). Two Separatists died during the confrontation while a third who escaped with bullet wounds later died in the hospital. Their weapons, ammunition, and other materials were retrieved and seized by the military.",B,Battles,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO6519,"On 16 September 2022, Ambazonian Separatists abducted a Reverend Father, a Reverend Sister and at least 6 others in Nchang village (Mamfe, Manyu, Sud-Ouest) for not respecting the ghost town imposed by the separatists. The separatist also set the village church, St Mary Catholic on fire.",V,Violence against civilians,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO3680,"On 19 September 2020, the military forces engaged in fire fights with Boko Haram in Sandawadjiri town (Mayo-Sava, Extreme-Nord). No fatality and/or casualty reported.",B,Battles,non-state,Islamic State West Africa Province (ISWAP) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,Boko Haram / ISWAP
CAO14360,"On 10 May 2024, the military forces arrested more than 30 men from their private in Nsanaragati (Eyumodjock, Manyu, Sud-Ouest) during a search operation. The men were later released under unclear circumstances.",S,Strategic developments,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO15937,"On 16 October 2024, Ambazonian Separatists abducted a man and a woman from a private residence in Dibonda (Toko, Ndian, Sud-Ouest), after accusing them of collaborating with the military forces.",V,Violence against civilians,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO4729,"Looting: Around 15 May 2020 (month of), the military forces looted properties during a raid in Nyeng village, Batibo subdivision (Momo, Nord-Ouest). No fatality and/or casualty reported.",S,Strategic developments,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO5369,"On 9 August 2021, Musgum and Arab Choa ethnic militias clashed in Logone-Birni town (Logone-et-Chari, Extreme-Nord) over a land dispute. Around 14 people were killed, and property damaged.",B,Battles,non-state,Musgum Ethnic Militia (Cameroon),Other Actors
CAO14530,"On 22 June 2024, Ambazonian Separatists ambushed and clashed with security forces, coded as the military forces, at a checkpoint along a secondary road around the settlements of Squares to Mbah in Kumbo (Kumbo, Bui, Nord-Ouest). 1 soldier was killed and a stray bullet killed 1 civilian.",B,Battles,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO11494,"On 19 June 2023, Gendarmerie forces shot and killed 1 civilian in Mughi neighborhood in Babanki (Tubah, Mezam, Nord-Ouest) and abandoned his corpse by the road. The civilian had been arrested in Njinikom on his way to the hospital. Circumstances leading to his arrest and killing are not known.",V,Violence against civilians,state,Military Forces of Cameroon (1982-) Gendarmerie,State forces (Cameroon)
CAO10567,"On 2 May 2023, Ambazonian Separatists shot and killed a civilian at his home in Balikumbat commune, coded to Balikumbat (Ngo-Ketunjia, Nord-Ouest). The reason for the killing is unknown.",V,Violence against civilians,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO5789,"Around 21 December 2021 (as reported), the security forces (assumedly Military Forces) arrested at least 30 people including 7 Chadians and seized machetes, knives and spears during a security operation in Kousseri town (Logone-et-Chari, Extreme-Nord). The aim was to restore peace in the city in the context of tensions between the Musgum and Arab Shoa communities.",S,Strategic developments,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO6346,"On 3 August 2022, the Cameroonian military forces beat up civilians in Balikumbat (Balikumbat, Ngo-Ketunjia, Nord-Ouest) in their search for separatist fighters.",V,Violence against civilians,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO10828,"Looting: On 8 December 2023, Ambazonian Separatists forcefully collected some brewery products (Guinness drinks) from local vendors and took them to their hideout in Atoini (Fundong, Boyo, Nord-Ouest).",S,Strategic developments,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO10312,"Property destruction: On 28 April 2023, Ambazonian Separatists Restoration forces burned a vehicle belonging to an unnamed road construction company working along the Kumba -Mundemba road axis in Dibonda (Toko, Ndian, Sud-Ouest). The burning was an attempt by the perpetrators to enforce the ban on any government sponsored projects especially reconstruction projects the perpetrators had declared.",S,Strategic developments,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO9690,"On 3 November 2022, Ambazonian Separatists shot and killed a female civilian in Mbei (Mezam, Nord-Ouest) for having an affair with a soldier. Some phones were collected, and two people were also abducted by the fighters.",V,Violence against civilians,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO2993,"On 14 February 2020, military forces attacked Bafia town, Muyuka subdivision (Fako, Sud-Ouest). No fatality and/or casualty reported.",V,Violence against civilians,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO3252,"On 8 May 2020, the military forces chased and clashed with Boko Haram members after they briefly kidnapped a young herder in Gakara village, Kolofata subdivision (Mayo-Sava, Extreme-Nord). One Boko Haram fighter was killed.",B,Battles,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO5545,"On 2 October 2021, the gendarmerie forces shot and killed the leader of a taxi drivers union in Tinto village, Upper Bayang subdivision (Manyu, Sud-Ouest).",V,Violence against civilians,state,Military Forces of Cameroon (1982-) Gendarmerie,State forces (Cameroon)
CAO3423,"On 30 June 2020, the army's rapid intervention forces repelled an attack of suspected Boko Haram fighters in Mayo Moskota village (Mayo-Sava, Extreme-Nord). No fatality and/or casualty reported.",B,Battles,non-state,Islamic State West Africa Province (ISWAP) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,Boko Haram / ISWAP
CAO11661,"On 13 June 2023, Ambazonian Separatists abducted a civilian from his home in Missong (Menchum, Nord-Ouest) and physically assaulted him at their hideout. The abductee was accused of not paying debts he owed to another person who reported it to the fighters. He was later released. No information on injuries.",V,Violence against civilians,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO3670,"Around 14 September 2020 (as reported), the gendarmerie and police forces arrested 'over a dozen' civilians in Moloundou town (Boumba-Et-Ngoko, Est) for not having national ID cards.",S,Strategic developments,state,Military Forces of Cameroon (1982-) Gendarmerie,State forces (Cameroon)
CAO10546,"Other: On 17 September 2022, state security forces, coded as military, during a patrol, fired several gunshots in the air in Konye (Meme, Sud-Ouest) due to the presence of suspected Ambazonian Separatists in the area.",S,Strategic developments,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO8012,"On 20 October 2023, the security forces and the self-defense militia (COVI) fired shots toward suspected Boko Haram (JAS) (likely) militants seen by the military camp with torches in Amchide (Kolofata, Mayo-Sava, Extreme-Nord). Casualties unknown.",B,Battles,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO11184,"On 22 January 2024, the military mistakenly shot and killed three men who were harvesting mangoes at farm in Mavas, Mamfe subdivision (Mamfe, Manyu, Sud-Ouest), coded to Mamfe.",V,Violence against civilians,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO13920,"On 15 July 2024, overnight, military forces clashed with Boko Haram (JAS) (likely) militants after the militants killed 4 civilians and abducted 1 in Sandawadjiri (Kolofata, Mayo-Sava, Extreme-Nord). The military killed 2 to 4 militants and seized their weapons. Fatalities coded as 6.",B,Battles,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO7360,"Looting: On 1 June 2023, an Boko Haram (JAS) (likely) looted Kolofata (Kolofata, Mayo-Sava, Extreme-Nord) and broke into a civilian's home and store stealing several items.",S,Strategic developments,non-state,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,Boko Haram / ISWAP
CAO13498,"Around 22 May 2024 (as reported), Ambazonian Separatists killed a veterinary doctor around Bambui (Tubah, Mezam, Nord-Ouest). His body was found in an area known as Nkemnkem by the Comprehensive High School.",V,Violence against civilians,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO3644,"Around 7 September 2020 (as reported), military forces reportedly killed a chief of a gang alongside with 6 of his gang members in their camp in Bapo forest, near Mbonge town (Meme, Sud-Ouest).",B,Battles,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO6173,"On 14 June 2022, Ambazonian Separatists ambushed and killed 2 Cameroonian military officers in Boyo subdivision, coded to Fundong (Njinikom, Boyo,Nord-Ouest). One of the soldiers was shot while the other was decapitated and his head taken to an unknown location.",B,Battles,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO3369,"On 12 June 2020, the military forces engaged in a fire fight with Ambazonian separatists in Mbokam village, Jakiri subdivision (Bui, Nord-Ouest), killing 5 civilians and 6 separatists (total of 11 fatalities), and burning at least two houses down. Other sources say all the victims were civilians.",B,Battles,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO9180,"Around 21 February 2023 (as reported), the state forces, coded as the military forces killed 2 Ambazonian Separatists around Bali (Bali, Mezam, Nord-Ouest). The military forces took the 2 wounded Separatists from a private health facility before killing them.",V,Violence against civilians,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO4284,"On 19 January 2021, the military forces killed a female Boko Haram suicide bomber before she could trigger her explosive belt in Djebrili village (Mayo-Tsanaga, Extreme-Nord).",B,Battles,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO6147,"On 1 June 2022, Ambazonia separatists abducted 9 commercial bike riders near Fundong (Njinikom, Boyo, Nord-Ouest) after they had participated in the 20th May celebration despite the ban imposed by the Separatists. The Separatists also burnt their motorbikes.",V,Violence against civilians,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO11576,"On 23 June 2023, the gendarmerie forces arrested the chairman of the traditional Council from his private residence in Kurume (Konye, Meme, Sud-Ouest). The military accused the arrrestee of aiding and abetting Ambazonian Separatists activities in this community. The civilians who leaked information to the military were later abducted by the Ambazonian Separatists (coded separately).",S,Strategic developments,state,Military Forces of Cameroon (1982-) Gendarmerie,State forces (Cameroon)
CAO7306,"On 19 May 2023, the military forces of Kerawa (Rapid Intervention) clashed with Boko Haram (JAS) (likely) militants in Balatikse neighborhood in Mayo Moskota (Kolofata, Mayo-Sava, Extreme-Nord). 1 militant was killed while 3 soldiers seriously injured. 2 militants were captured. The military seized some equipment.",B,Battles,state,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,State forces (Cameroon)
CAO15366,"On 14 August 2024, after receiving a tip-off, security forces, coded as the military forces, ambushed and clashed with Ambazonian Separatists from the Restoration Forces faction at the Separatist hideout in Kandef, Muyuka subdivision (Muyuka, Fako, Sud-Ouest). 3 Separatists were killed and 4 others escaped with injuries. The military forces recovered weapons, including melee weapons and IED materials.",B,Battles,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO3034,"On 25 February 2020, populations protested in Garoua town, Bardanke subdivision (Benoue, Nord), against statements by the French President about the Ngarbuh killings.",P,Protests,non-state,Protesters (Cameroon),Protesters/Rioters/Civilians
CAO13051,"Property destruction: Around 3 April 2024 (as reported), suspected ISWAP or Boko Haram militants removed sheet metal Roofs of schools and professional training buildings in Tchahack (Chahack) (Darak, Logone-et-Chari, Extreme-Nord).",S,Strategic developments,non-state,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,Boko Haram / ISWAP
CAO7398,"On 18 June 2023, Boko Haram [JAS] militants attacked Gazla, coded to Mora (Mora, Mayo-Sava, Extreme-Nord). 2 were killed and 1 was wounded. The militants looted houses and stole food items.",V,Violence against civilians,non-state,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,Boko Haram / ISWAP
CAO5436,"Around 13 September 2021, Ambazonian separatists attacked military posts in Ndu, Nkambe, and Noni (Bui, Nord-Ouest), killing 7 soldiers. Fatalities split across 3 events.",B,Battles,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO4519,"Defusal: On 2 April 2021, residents retrieved an IED planted by suspected Boko Haram fighters, and alerted the army's rapid intervention forces that intervened to defuse it in Hadamari village, Makary subdivision (Logone-Et-Chari, Extreme-Nord). No fatality and/or casualty reported.",S,Strategic developments,state,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,State forces (Cameroon)
CAO6863,"Property destruction: On 27 December 2022, unidentified persons set fire to the Mbu Catholic church in Akum (Santa, Mezam, Nord-Ouest). A letter was found by the burnt church that claimed that the church was on disputed land.",S,Strategic developments,non-state,Unidentified Armed Group (Cameroon),Other Actors
CAO12930,"On 14 February 2024, Ambazonian Separatists abducted 8 civilians (6 men and 2 women) from their private residences in Moshie (Upper Bayang, Manyu, Sud-Ouest) for not paying Separatists-imposed taxes. The Separatists demanded a ransom of 100,000 Francs CFA from each victim for their release.",V,Violence against civilians,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO12982,"On 9 April 2024, an IED planted by an unidentified armed group detonated on members of self-defence militia in Tourou (Mokolo, Mayo-Tsanaga, Extreme-Nord). A self-defence militia member was killed when they stepped on an IED when it detonated.",E,Explosions/Remote violence,non-state,Unidentified Armed Group (Cameroon),Other Actors
CAO5584,"On 3 September 2021, military forces engaged in fire fight with Ambazonian separatists in Ekona town, Bangem subdivision (Kupe-Manenguba, Sud-Ouest).There were no fatalities.",B,Battles,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO14786,"On 11 September 2024, Boko Haram (JAS) (likely) militants abducted a civilian with oxen between Bourvare and Kolofata, coded to Bourvare (Kolofata, Mayo-Sava, Extreme-Nord). The militants looted oxen.",V,Violence against civilians,non-state,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,Boko Haram / ISWAP
CAO6726,"On 9 November 2022, residents attacked civilians in Baboate (Banka, Haut-Nkam, Ouest) injuring 4 people. The victims had earlier set fire to an apartment and cars, and demolished a house (coded as a separate event). They were handed over to the police.",R,Riots,non-state,Rioters (Cameroon),Protesters/Rioters/Civilians
CAO14713,"Around 5 August 2024 (as reported), Ambazonian Separatists abducted around 50 civilians in Bamali (Ndop, Ngo-Ketunjia, Nord-Ouest). The abductees were released after they paid an unspecified amount of money. It is suspected that they were abducted because their children were members of the security forces in the village.",V,Violence against civilians,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO3875,"On 3 August 2020, Ambazonian separatists kidnapped a humanitarian truck driver in Bafia town (Fako, Sud-Ouest).",V,Violence against civilians,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO15344,"On 15 August 2024, after receiving a tip-off, security forces, coded as the military forces, clashed with Ambazonian Separatists at a private residence in Dibonda (Toko, Ndian, Sud-Ouest) when the Separatists attempted to abduct the traditional ruler. 2 Separatists and the traditional ruler were killed.",B,Battles,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO13405,"On 7 April 2024, Ambazonian Separatists from the Restoration Forces and the Bui Unity Warriors factions clashed with travelling security forces, coded as the military forces in Wainamah (Jakiri, Bui, Nord-Ouest). There were no fatalities.",B,Battles,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO13644,"On 12 April 2024, Ambazonian Separatists abducted a civilian in T-junction in Bamenda (Bamenda 3, Mezam, Nord-Ouest) for an unknown reason.",V,Violence against civilians,non-state,Ambazonian Separatists (Cameroon),Ambazonia
